,job_ref,job_title,location,salary,description,type,extraction_date,salary_low,salary_high
633,['66053/HC'],Marketing Analyst ,London,£50000 - £55000 per annum,"  £50000 - £55000 Sit within a 15 man Marketing Analytics team for one of the coolest tech businesses in SPORT WHAT THEY DO Part of a larger streaming business they are a product founded in 2016 providing sports to customers across the world ""WHAT YOULL BE DOING"" This is a position in a team of currently 10 looking to growThese analysts are specialists across digital media digital analytics marketing analytics CRM & Customer Insight This position really focuses measuring the effectiveness of digital media activity for the business You will be using Datorama gathering insight from the analysis on digital media activity and reporting on this ""You will be happy using SQL Google Analytics & Datorama to really understand the effectiveness of digital media & advise on its spend""  Datorama - solid experience with this tool is ideal Web Analytics - experience SQL & Google Analytics Fast Paced - experience working project based and in a fluid environment  Up to £55000 for the right candidate Great culture & team Various other  to be confirmed     or to enquire about other roles please contact Harriet Coleman at  KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,50000,55000
634,['65250/BW'],"SENIOR PAID SEARCH CONSULTANT  £35,000-45,000 + BENEFITS CENTRAL LONDON ",London,£35000 - £45000 per annum," Are you an expert in paid search? Looking to use it to provide quality paid search consultancy to high-profile clients? This renowned analytics agency is looking for a paid search expert to join their growing team :  This innovative analytics agency is passionate about providing their clients with the best data-driven insights to increase advertising performance Working across a range of channels and with a variety of high-profile clients it is continuing to grow at a rapid scale :  As Senior Paid Search Consultant you can expect to use your deep understanding and experience of paid search to consult your clients on the best advice on the optimisation of their paid search channel In specific you can expect to be involved in the following: :  The successful applicant will have the following skills and experience: :  :  Please register your interest by sending your CV to Beth Williams via the Apply link on this page NB This client does not offer sponsorship for candidates who are not permitted to work in the UK Liaising closely with clients to understand their business needs ""Using extensive knowledge of paid search to create a strategy in line with the clients requirements"" Using Google Analytics for campaign analysis insights and troubleshooting Provide cross-channel advice as and when necessarily primarily paid social or programmatic Using Datastudio and Excel to report on paid search activity An undergraduate degree from a Russel Group university Commercial experience in the end-to-end strategy activation and optimisation of paid search campaigns Experience using Datastudio or Excel to report on campaign activity Proven commercial experience using analytics tools such as Google Analytics Adobe Analytics or Google Tag manager Commercial experience in a client facing role Base salary of up to £35000   Opportunity to work for a highly reputable company Multiple learning and development opportunities",Permanent,2019-10-24,35000,45000
635,['64928'],Paid Search Manager,London,£25000 - £35000 per annum + DOE + benefits," £25000 - £35000 DOE   Do you specialise in end to end Paid Search activity? I am looking for a  to join a data driven digital agency within their centrally located  office You will be responsible for the management and optimisation of paid search campaigns spanning internationally If you have technical PPC experience a passion for data and are seeking an opportunity where you can learn a lot quickly this is the role for you  ""Specialising in multiple channels across digital marketing web analytics and data science this agency is focused on delivering quality data-driven solutions to its clients The UK office is a relatively new addition to the company despite having a strong EU presence so it still retains a start-up feel despite its rapid growth over the last few years The founders are also industry experts as such offer a great training scheme as well as withhold a good reputation""  As a  you will be responsible for the planning implementation and optimisation of paid social or search campaigns as well as test and measure new approaches Reporting straight into the Paid Media Team Lead who will oversee your activity you will have full autonomy over strategy for your set portfolio of clients The successful candidate will then set the campaigns up post-implementation you will be required to analyse the performance of such campaign and derive insights from this to improve ROI through Tableau or Google Data Studio : The successful  will have:   Please register your interest by sending your CV to Francesca Harris via the Apply link on this page NB This client does not offer sponsorship Liaise with clients to understand the brief and develop the strategy relative to this Activate Paid Search campaigns in Google or Bing Ads Occasionally set up Paid Social campaigns in Facebook Ads Manager Track and analyse consumer journeys through Google Analytics and Google Tag Manager Consistently test and innovate new ad approaches and audience strategy Optimise ROI by analysing ad copy and audience landing pages Report on the effectiveness of the campaign post implementation through Tableau or Google Data Studio An undergraduate degree Demonstrable commercial experience working as a PPC Executive or Analyst ideally within a global digital agency managing large budgets globally Have experience with or an understanding of the DoubleClick Suite and Attribution  Proficient in Google Adwords Facebook Ads and Google Analytics Utilised reporting analytics or data visualisation tools such as Tableau Excel Data Studio or Power Bi Extremely passionate about data and keen to learn coding languages such as JavaScript or Python An interest in learning Paid Social and additional analytics tools Google Shopping experience is a plus £25000 - £35000 plus  Work for a reputable global marketplace with industry experts Become an expert in Digital Media and Analytics",Permanent,2019-10-24,25000,35000
636,['62523/LH'],DIGITAL ANALYTICS LEAD,London,£75000 - £85000 per annum,"LONDON£75000-85000   This role allows you to lead a team of digital analytics experts at a company who are renowned for advanced analytics and staying on top of the latest technology : This is a large travel and tourism company that you will know of They are at the fore-front of innovative advanced analytics and are working on exciting new projects : ""Taking the lead on digital analytics insights you will build out the digital strategy for the company Youll conduct deep dive analytics into online customer behaviour and generate insights in GA360 that can be actioned across the business including helping the optimisation team develop testing hypotheses Youll also help the implementation team develop tagging specs to ensure all the data you require is gathered"" ""This role is a key point of contact across the business working with a number of teams and key stakeholders Youll provide invaluable insight and explain data to non-technical people across the business on their customers and how best to engage with them"" : - Excellent previous experience in a digital analytics role leading on projects - Strong Google Analytics (ideally GA360) and Bigquery (SQL) experience- Experience managing a team - Degree level educated (ideally Masters or PhD) in a numerical discipline (Maths Stats Science Tech Engineering etc)  AND : - Up to £85000- Excellent  - Company discounts : Please register your interest by sending you CV to Lucy Hughes via the Apply link on this page : IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser SQL BigQuery Google Ads Google Adwords search ads 360 doubleclick ",Permanent,2019-10-24,75000,85000
637,['62299/LH'],DIGITAL MARKETING MANAGER,London,£45000 - £50000 per annum,LONDON£45000-50000   An exciting new role at an up and coming start-up in beauty and skin care You will get loads of autonomy and ownership over digital marketing : This exciting start-up have launched a beauty and skin care range that has been an instant hit They are growing and looking for a digital marketing manager to join the team : You will be the go-to expert for all things digital marketing Managing a team of 2 content and analytics executives you will take ownership for all digital channels You will develop digital marketing strategy implement campaigns and analyse their results Your aim is to optimise channel performance and drive sales on the website You will also be the account manager for product retailers : - Excellent background in digital marketing (SEO PPC newsletter affiliate)- Strong hands-on experience in campaign and channel performance - Ideally some sales experience  AND : - Up to £50000 depending on experience- Flexible working- Great  : Please register your interest by sending you CV to Lucy Hughes via the Apply link on this page : IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ,Permanent,2019-10-24,45000,50000
638,['67744/LH'],DIGITAL ANALYTICS MANAGER,London,£50000 - £60000 per annum,"LONDON£50000-60000   An exciting new role opened up to lead a team working on digital analytics projects across a variety of clients : A marketing consultancy partnered with Google who work with clients globally on end-to-end digital marketing projects : ""As this team has expanded this new role has been created to manage 4 analysts As a digital analytics manager youll work closely with a diverse range of clients and take ownership of projects Your projects will include all things digital analytics including GA360 implementation and upgrades customer journey analytics attribution modelling and more"" : - A strong background in digital analytics (Google Analytics) - Good understanding of web analytics tagging and tracking (GTM) - Mentored a junior analyst or ideally line managed a team - Client facing experience  AND : - Up to £60000 depending on experience- Excellent  : Please register your interest by sending you CV to Lucy Hughes via the Apply link on this page : IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser SQL BigQuery Google Ads Google Adwords search ads 360 doubleclick ",Permanent,2019-10-24,50000,60000
639,['65761'],Senior Paid Media Analyst,London,£50000 - £55000 per annum + benefits, Greater  £50000 - £55000   A great opportunity to work with a leading sports publisher and report into the Head of Paid Media whereby you will be responsible for measuring digital insights If you have a strong analytics background in digital media and have some attribution modelling or econometrics exposure then this is a well-suited opportunity  A global streaming service spanning across a multitude of European and Asian markets they provide a piece of technology that allows consumers to access live sports shows wherever With a strong analytics and insights focus making data driven decisions is key to the success of their advertising as well as targeting the correct audiences in the most appropriate channel  As a  you will report directly to the Head of Paid Media and be responsible for liaising with them to relay the effectiveness of paid media campaigns As such you will pull manipulate and extract insights from data on PPC Paid Search and Programmatic campaigns fundamentally helping to inform digital strategy Such data will need to be accurately relayed to the manager which will be used to shape future recommendations As such will spend a substantial amount of time analysing data and conveying such results internally : The successful  will have:   Please register your interest by sending your CV to Francesca Harris via the Apply link on this page NB This client does not offer sponsorship for those unauthorised to work in the UK     Track audience journey through Google Analytics measuring landing pages drop off points and bounce rates Once the campaign has been implemented pull and manipulate data through SQL and Datorama occasionally Tableau Work with other analysts and modellers to understand the insights obtained and formulate a report relative to this An undergraduate degree Analytics experience assessing the performance of Digital Media activity across ad operations programmatic paid search or social Analysed data sets and generated reports through Datorama Excel and SQL Tableau would be great too Web analytics exposure such as Google or Adobe Analytics An understanding of attribution modelling is advantageous Liaised with high profile clients in a technical capacity ie relayed technical issues to a non-technical audience £50000 - £55000 plus bonus   Work for a reputable company with industry experts,Permanent,2019-10-24,50000,55000
640,['60240/AO'],"Digital Analytics Manager  London £45,000,000-£65,000 + Bonus ",London,£45000 - £65000 per annum,Digital Analytics Manager   £45000000-£65000  Bonus   Lead omni-channel reporting & analytics via the Adobe Analytics suite for a market-leading telecoms business in this Digital Analytics Manager role working across a growing digital estate which reaches 1 in every 2 homes in the UK  As the Digital Analytics Manager you will lead omni-channel reporting in Adobe Analytics across a vast & expanding digital estate and present findings and recommendations to multiple stakeholders in the business to drive performance You will be a proficient user of Adobe Analytics who is comfortable relaying findings back to implements & optimisation teams to improve end-to-end digital performance    Please register your interest by sending your CV to Adam Osborne at  via the Apply link on this page KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser Extensive experience in web analytics from a reporting & insights perspective - ideally using the Adobe Analytics suite An interest in end-to-end digital performance Strong ability to engage in stakeholders from both a commercial and technical standpoint £45000-£65000 (dependent on experience) Company Bonus of up to 20% Additional perks,Permanent,2019-10-24,45000,65000
641,['64992/DM1'],THE COMPANY,London,£50000 - £65000 per annum, This organisation is one of the largest retailers in the UK They have one of if not the most advanced Digital Analytics team in the whole of the UK They are currently looking for someone who can hit the ground running and take hold of this team and lead them into news & successful areas    In this role as a Analytics Manager  SKILLS AND EXPERIENCE     Please register your interest by sending your CV to Daniel Moss via the Apply link on this page Define and deliver the Analytics roadmap to support all functions Liaising with and influencing functions outside of com such as Finance CIU & Marketing Own the digital data landscape ensuring that all the data is accurate accessible and useful to drive performance  Lead coach and develop a talent tram of Analytics experts ensuring they have stretching personal objectives and development plans Identify and monitor emerging trends across the business leading to relationships with their external partners Experience of successfully scaling Digital Analytics techniques Exceptional problem solving analytical and numerical are essential Advanced Adobe Analytics Basic SQL  Senior Stakeholder management Up to £65k Salary  Competitive Pension,Permanent,2019-10-24,50000,65000
642,['63779/KS'],CONVERSION RATE OPTIMISATION (CRO) LEAD,"Leeds, West Yorkshire",£35000 - £50000 per annum,"£40000- £50000 LEEDS ""One of Europes largest travel service providers and industry leader are looking for a CRO Lead to own the optimisation process end-end"" :  This is an opportunity to work with a reputable travel service provider They are seeking an CRO Lead to own the optimisation process end-end The CRO lead will come in and hit the ground running joining the established ecommerce optimisation team : :  The Optimisation lead will have the following skills and experience: :  Up to £55000pa (depending on experience) :  Please register your interest by sending your CV to Kirsten Swanepoel via the Apply link on this page The CRO lead will be responsible for delivering on the optimisation roadmap As the Optimisation lead you will be leading AB and Multivariate tests testing strategies and gaining insights in order to enhance optimisation amongst multi-channels You will lead the process end-end from the idea generation web solutions and working closely with the front end developer You will use advanced analytics to enhance overall customer journey Trading and commercial mentality with testing experience from a strategic perspective and understanding of the technical side Proven commercial optimisation experience using tools such as Optimizely and Adobe target VMO Proven web analytics experience - Google AnalyticsGA360 Adobe Analytics SQL R Python",Permanent,2019-10-24,35000,50000
643,['64318/BW'],"PROGRAMMATIC TRADING MANAGER  £30,000-40,000 + BENEFITS CENTRAL LONDON ",London,£30000 - £40000 per annum," ""Are you looking for the opportunity to work at one of the most exciting media agencies using cutting edge AdTech technology? Do you enjoy working autonomously to manage both high-profile clients expectations as well as a small team? This company is recruiting for a Programmatic Trading Manager with commercial experience of providing end-to-end programmatic solutions"" :  A global leader in their field this media agency works with a spectrum of exciting high-profile clients to provide dynamic data-driven digital solutions to their business needs As Programmatic Trading Manager you will be expected to work autonomously to manage both your own time and a small team of junior traders :  ""The Programmatic Trading Manager will be expected to work autonomously and take ownership of an extremely high-profile clients programmatic strategy in order to enhance and optimise its performance whilst also managing a small team"" In specific you can expect to be involved in the following: :  The successful applicant will have the following skills and experience: :  :  Please register your interest by sending your CV to Beth Williams via the Apply link on this page NB This client does not offer sponsorship for candidates who are not permitted to work in the UK ""End-to-end strategic development of your clients media plan"" Advising on and setting up a range of DSPs such as DV 360 and MediaMath Using key metrics to optimise high budget campaigns The ongoing management and support of a small team of junior traders Some exposure to post campaign analysis using tools such as excel An undergraduate degree A strong commercial background providing end-to-end programmatic solutions either within an agency or client-side Proven experience working with high budgets A professional understanding of a variety of DSPs such as DV 360 and MediaMath Previous experience and enjoyment of working with multiple of stakeholders in a business environment Base salary of up to £40000   Having autonomy to develop campaigns and a small team Working for a reputable agency in a socially and culturally dynamic working environment The opportunity to work with a global industry-leading client on high budget campaigns A variety of internal progression opportunities in new and existing specialities",Permanent,2019-10-24,30000,40000
644,['66053/LH'],MARKETING ANALYST,London,£50000 - £55000 per annum,"LONDON£50000-£55000   This role allows you to collaborate with experts in the field and work on projects analysing digital media data for a leading company in sports streaming : This company provides an online streaming service specifically for sporting events They are a global company who launched of the back of a large marketing agency and have rapidly expanded since : ""Sitting in a team of analytics experts youll work in Google Analytics and Datorama to analyse digital media data and build reports in Data Studio to explain data in simple terms Youll work with external and internal stakeholders making suggestions on how to action your insights and best improve digital presence"" : - Commercial experience analysing and reporting on digital media data- Hands-on experience with Google Analytics Daorama SQL and Tableau  AND : - Up to £55000 depending on experience- Excellent  : Please register your interest by sending you CV to Lucy Hughes via the Apply link on this page : IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,50000,55000
645,['64992/HC'],Analytics Manager - Web,London,£50000 - £65000 per annum,"  £55000 - £65000 Huge com retailer with a large analytics function seeking someone to own the Digital Analytics function WHAT THEY DO They are a huge retailer with presence across the world They sell a number of products across food home clothing and more ""WHAT YOULL BE DOING"" ""This position head ups 4 x analysts all working on web analytics projects Its a really key role in steering the digital ship You will manage a team that is looking after online & app behaviour analysis They are working in Adobe Analytics Target SQL & Excel to draw insight from digital data"" ""You and your team will work closely with implementation product trading all working towards the same overarching goals You will be in charge of the digital KPIs and ensuring delivery across digital reporting insights dashboards and optimisation from there""  Adobe Analytics - you and your entire team are hands on with this you will need proven experience with the tool Insights - experience in data vis or expert use of Excel to present insights back Stakeholder Engagement - experience managing expectations communicating & qualifying goals Line Management - a natural manager helping others to develop is key to you  Up to £65000 basic salary Product Discounts A number of financial and softer  TBC at interview     or to enquire about other roles please contact Harriet Coleman at   KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,50000,65000
646,['66036/KS'],IMPLEMENTATION ENGINEER - ADOBE ANALYTICS,"Peterborough, Cambridgeshire",£40000 - £50000 per annum,£45000-£50000PETERBOROUGH This leader independent and impartial comparison company is seeking an implementation engineer to contribute to the ongoing development of Adobe Analytics across both web and app : This company falls under the world-renowned brand and is growing internationally The Implementation engineer will report into the Digital Analytics Technical lead and will support in the configuring of the adobe analytics & implementation : : The Implementation Engineer will have the following skills and experience: : Up to £50000pa (depending on experience) : Please register your interest by sending your CV to Kirsten Swanepoel via the Apply link on this page KEY TERMS: IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser   You will be responsible for the setup and ongoing maintenance of the analytics tracking using Tag Management Systems You will work alongside and support the digital Analytics Tech Lead in configuring Adobe Analytics and implementation across both web and app You will audit monitor and debug implementation You will work along side several teams to understand and device the implementation roadmap and ensure the tracking and tagging meets business requirements Proven web analytics experience - Google AnalyticsGA360 Adobe Analytics SQL R Python Proven commercial experience with JavaScript HTML Significant experience with Tag Management Systems - Dynamic Tag Manager Google Tag Manager and Tealium Good communication skills,Permanent,2019-10-24,40000,50000
647,['67854/GL'],4MAT,"City of London, London",£350 - £400 per day,DIGITAL ANALYST £400 PER DAY LONDON 3-6 MONTHS We are looking for an experienced Data Analyst to work alongside a media plannerbuyer on the development implementation and testing of paid media campaigns for a branded project   : As a Digital Analyst you will work in an international content marketing agency based in London They have helped generate 100 million visitors to their collective clients by helping them create content that engages customers again and again : As a Digital Analyst you will be involved in the following:   SKILLS AND EXPERIENCE:   Please register your interest by sending your CV to Georgia Law via the Apply link on this page Collecting interpreting and analysing data surrounding Paid Social campaigns using Google Analytics Follow brand objectives identify main KPIs read any type of reports summarise very quickly and find clear actionable solutions Using Adobe Experience Manager to analyse data around customer journeys Must have an expert knowledge of Google Analytics Have commercial experience using Tableau to enhance reporting Be comfortable interpreting data in various formats,Contract,2019-10-24,350,400
648,['65648/BW'],"PAID SEARCH SPECIALIST  £32,000-42,000 + BENEFITS LONDON ",London,£32000 - £42000 per annum, Do you specialise in paid search campaigns? Are you looking for a role which will leave a genuine long-lasting impact within an internationally renowned entertainment company? This company are looking for a Paid Search Specialist to take control of their paid search vertical :  An instantly recognisable household name this company has a true international reach and wide customer base With a number of offices dotted around the globe you will sit at the heart of the paid media activity here in  :  As Paid Search Specialist you will be responsible for the end-to-end management of all paid search activity Whilst you will be the only initial paid search vertical member you will work closely with a range of internal and external stakeholders and will have the exciting opportunity to play a major role in growing out and building your own team In specific you can expect to be involved in the following: :  The successful applicant will have the following skills and experience: :  :  Please register your interest by sending your CV to Beth Williams via the Apply link on this page NB This client does not offer sponsorship for candidates who are not permitted to work in the UK Creating and implementing paid search campaigns primarily in Google and Bing Managing media-buying activities for all regions Using data for post campaign analysis and making recommendations accordingly Using excel for post-campaign reporting Liasing with a range of stakeholders in order to ensure the coherency of campaigns An undergraduate degree Strong commercial experience in end-to-end management of paid search campaigns Proven experience using external bid management tools such as DoubleClick or Marin in a business environment Previous commercial experience using excel for post campaign analysis and reporting Base salary of up to £42000   Working an extremely high-profile client in the entertainment industry The chance to play a major role in building and growing a team Working with extremely high budgets,Permanent,2019-10-24,32000,42000
649,['64923/HC'],Digital Analyst,London,£30000 - £40000 per annum,"  £30000 - £40000 Large and world leading financial services technology business in search of a multiskilled Web Analyst looking to join a Marketing Analytics team WHAT THEY DO The provide a range of services specific to their market including their own platform materials and articles & connecting people ""WHAT YOULL BE DOING"" You will report into the Head of Marketing Analytics in this team they look after conversion insight web performance SEO data visualisation modelling and more ""You will be the dedicated web analyst in the team so you will receive requests and projects from your manager other teams and sometimes senior stakeholders You will use Adobe Analytics to understand users on the site where is it working well what isnt working work with the Conversion team to suggest tests run them and you will analyse the results"" ""You will be happy providing regular reporting dashboards & insights into the online data and results you are finding Youll be an expert user of Excel AdobeGoogle Analytics Tableau SQL and have CRO experience""  Adobe or Google Analytics experience Data reporting visualisation and presenting insights Experience across CRO SEO SQL & marketing analytics  Up to £40000 basic salary 10% bonus 12% cash  Much more  or to enquire about other roles please contact Harriet Coleman at KEY TERMSIBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,30000,40000
650,['67673/HF'],Senior Global Digital Analyst ,West Midlands,£350 - £360 per day," 3-month contract (likely extension) £360 per day Midlands A digital agency is looking for a to join them and their globally known client to analyse all incoming data and present insights back to key stakeholders   In your role as a  SKILLS AND EXPERIENCE As a Senior Global Digital Analyst you will need to be:  Please register your interest by sending your CV to Hugh Fisher via the Apply Link on this page Looking to increase retention and acquisition rates for customers on their digital platforms Translating reports into insights and offering your expert opinion on the appropriate action forward This will be delivered to a range of employees from both client and agency side Using Google Analytics SQL and data warehousing tools for a variety of functions Working tightly with the analytics team client-side to develop big data analytics projects Bringing a fresh outlook in the development of strategies to improve user experience Experienced in building databases using BigQuery or Amazon Redshift (or equivalents) Able to write requested SQL queries Experienced using Google Analytics to understand the flow of data into the website Experienced with either R or Python ""An excellent communicator and someone who is willing to take on a variety of tasks depending on the directors demand""",Contract,2019-10-24,350,360
651,['66036/HC'],Adobe Analytics Engineer,London,£40000 - £47000 per annum,"  £40000 - £47000 Huge name in technology looking for someone to specialise in implementing Adobe Analytics in a larger Product Development team WHAT THEY DO They provide a number of services online to millions of customers they have app & web services and everyone knows their name ""WHAT YOULL BE DOING"" You will report into a Digital Analytics Tech Lead supporting on all Adobe Analytics configuration this is a very hands ontechnical role You will document tracking & tagging standards in Adobe ensure processes are followed in a large and agile team Your approach should be data driven and you will have a strong understanding of digital analytics (reporting insights & testing)  ""You will audit monitor & debug to ensure data integrity Working closely with marketing insights & wider product development teams to get a real understanding of business aims Youll align those needs with your own work "" ""Youll have years of experience with TMSs and JavaScript and be comfortable with the implementation process""  TMS - experience working in a tag management role ideally using Adobe Analytics Tealium & JavaScript Large Scale Implementation - experience working for a large digitally driven tech business Stakeholders - experience gathering requirements and actioning   Up to £47000 basic salary  Various others tbc at interview     or to enquire about other roles please contact Harriet Coleman at  KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,40000,47000
652,['61492/HC'],Digital Optimisation & Insights Consultant,London,£60000 - £75000 per annum,"  £60000 - £75000 Expert in web optimisation & analytics needed to consult on multiple projects for a digital agency in  WHAT THEY DO They offering a number of services across web & app They started in web & app build & development but have started an insights and analytics functions which is where this role sits ""WHAT YOULL BE DOING"" This is a key position being one of the most senior hires they have made into the department You will be working with a number of clients providing expert consultancy on web performance test & learn culture and insights You will have a hands on background in CRO and will have moved more into strategy You will absolutely have experience working for an agencyvendorconsultancy where you were client facing and will thrive in that environment ""Youll understand web optimisation innovative ways to improve digital presence and be comfortable identifying ways in which this agency can help the client""  Consulting - experience in a digital agency consulting taking briefs from stakeholders qualifying their needs giving expert advise confidently Digital Analytics & Optimisation - a background in web analytics building running & analysing tests as well as drawing insights and presenting them to stakeholders or clients Google AnalyticsAdobe Analytics AB testing SQL  Up to £75000 Various other  tbc at interview     or to enquire about other roles please contact Harriet Coleman at   KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,60000,75000
653,['65173/KS'],INSIGHTS ANALYST - CRO,"City of London, London",£50000 - £60000 per annum,"£60000  Bonus  Benefits LONDON Do you want to work for a fast- paced industry leader in the tech space? This company is seeking an insights analyst - conversion rate optimisation specialist to work across all their online platforms : This is an opportunity to work with a reputable world leading tech company This insights analyst will sit within the insights and CRO team whose focus is to ensure optimal customer and retail experience : ""As the insights analyst you will be leading AB and Multivariate tests testing strategies and gaining insights in order to enhance optimisation amongst multi-channels You will use advanced analytics to enhance customer journey along with this having a strong engagement with stakeholders translation testing requirements"" : The Insights analyst will have to have to have the following skills and experience:Trading and commercial mentality with AB testing experience from a strategic perspective and understanding of the technical side Ability to engage with stakeholdersProven commercial optimisation experience using tools such as Adobe target as OptimizelyProven web analytics experience -Adobe Analytics SQL : Up to £60000pa (depending on experience)Discrepancy bonus London Allowance (if applicable)On site gym : Please register your interest by sending your CV to Kirsten Swanepoel via the Apply link on this page KEY TERMS: IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,50000,60000
654,['64290/HC'],Digital Analytics Consultant ,"Leeds, West Yorkshire",£40000 - £45000 per annum," Leeds £40000 - £45000 One of the largest television companies in the UK with a number of digital products seeking an implementation focused Consultant WHAT THEY DO They provide TV web & app products to viewers around Europe ""WHAT YOULL BE DOING"" This is a balance between hands on technical implementation using Adobe Analytics & Tealium and business facing consulting The company are looking for someone with extensive implementation experience with Adobe Analytics strong HTML CSS & JavaScript as well as great comms ""Your day to day will vary but it will always involve a lot of stakeholder engagement gathering their requirements turning them into technical specs sharing with the wider team liaising with devs and getting hands on Youll often qualify goals make suggestions that allow the business to make strategic data collection decisions""  Tools - Adobe Analytics Tealium & JavaScript Consulting - experience agency side or business facing  Up to £45000 basic salary Product Discounts Various other softer & financial  TBC at interview     or to enquire about other roles please contact Harriet Coleman at   KEY TERMS IBM Coremetrics Google Analytics GA Omniture SiteCatalyst Adobe Analytics Analyst Web Digital Online Website Financial Services Finance AB Test Split Multivariate MVT Tracking Code Tagging Tags Insight Client Agency Management Strategy CRO Conversion Optimisation Optimizely Test and Target Adobe Target Maxymiser VWO Visual Website Optimiser ",Permanent,2019-10-24,40000,45000
